pt1_cam1_U,pt1_cam1_V,pt2_cam1_U,pt2_cam1_V,pt3_cam1_U,pt3_cam1_V
NaN,NaN,NaN,NaN,685.800000,649.930000
NaN,NaN,NaN,NaN,685.810000,649.940000
NaN,NaN,NaN,NaN,685.840000,649.950000
NaN,NaN,NaN,NaN,685.860000,649.970000
NaN,NaN,NaN,NaN,685.880000,649.980000
NaN,NaN,NaN,NaN,685.910000,649.990000
NaN,NaN,NaN,NaN,685.920000,650.010000
NaN,NaN,NaN,NaN,685.950000,650.030000
NaN,NaN,NaN,NaN,685.950000,650.040000
NaN,NaN,NaN,NaN,685.980000,650.050000
NaN,NaN,NaN,NaN,685.990000,650.070000
NaN,NaN,NaN,NaN,686.010000,650.080000
NaN,NaN,NaN,NaN,686.030000,650.080000
NaN,NaN,NaN,NaN,686.030000,650.090000
NaN,NaN,NaN,NaN,686.090000,650.110000
NaN,NaN,NaN,NaN,686.070000,650.110000
NaN,NaN,NaN,NaN,686.090000,650.120000
NaN,NaN,NaN,NaN,686.100000,650.120000
NaN,NaN,NaN,NaN,686.100000,650.140000
NaN,NaN,NaN,NaN,686.130000,650.150000
NaN,NaN,NaN,NaN,686.140000,650.150000
NaN,NaN,NaN,NaN,686.160000,650.170000
NaN,NaN,NaN,NaN,686.160000,650.180000
NaN,NaN,NaN,NaN,686.190000,650.200000
NaN,NaN,NaN,NaN,686.190000,650.220000
NaN,NaN,NaN,NaN,686.210000,650.220000
NaN,NaN,NaN,NaN,686.220000,650.230000
NaN,NaN,NaN,NaN,686.230000,650.240000
NaN,NaN,NaN,NaN,686.240000,650.240000
NaN,NaN,NaN,NaN,686.290000,650.290000
NaN,NaN,NaN,NaN,686.300000,650.290000
NaN,NaN,NaN,NaN,686.310000,650.290000
NaN,NaN,NaN,NaN,686.330000,650.320000
NaN,NaN,NaN,NaN,686.340000,650.360000
NaN,NaN,NaN,NaN,686.410000,650.390000
NaN,NaN,NaN,NaN,686.430000,650.430000
NaN,NaN,NaN,NaN,686.460000,650.480000
NaN,NaN,NaN,NaN,686.490000,650.680000
NaN,NaN,NaN,NaN,687.060000,650.680000
NaN,NaN,NaN,NaN,687.640000,650.690000
NaN,NaN,NaN,NaN,687.660000,650.740000
NaN,NaN,NaN,NaN,687.680000,650.760000
NaN,NaN,NaN,NaN,687.710000,650.810000
NaN,NaN,NaN,NaN,687.760000,650.840000
NaN,NaN,NaN,NaN,687.830000,650.890000
NaN,NaN,NaN,NaN,687.840000,650.920000
NaN,NaN,NaN,NaN,687.840000,650.960000
NaN,NaN,NaN,NaN,687.870000,650.980000
NaN,NaN,NaN,NaN,687.900000,651.000000
NaN,NaN,NaN,NaN,687.910000,651.040000
NaN,NaN,NaN,NaN,687.950000,651.060000
NaN,NaN,NaN,NaN,687.970000,651.080000
